"","feature","task","shap_phi","fname","group","taxa"
"1388","bio_9",39,25.541372474241,"TMeanDryQ","temperature","Hemoni"
"1389","bs_top",39,3.78673920818009,"bs_top","hydro","Hemoni"
"1390","Carbone",39,17.2457260892401,"C","physchem","Hemoni"
"1391","cec_top",39,6.20099334294509,"cec_top","hydro","Hemoni"
"1392","clay",39,10.0541752224541,"clay","structural","Hemoni"
"1393","clc",39,36.5342194515624,"clc","landcover","Hemoni"
"1394","CN",39,24.7339527657307,"CN","physchem","Hemoni"
"1395","crusting",39,31.6263138004042,"crusting","structural","Hemoni"
"1396","dgh",39,17.2555875588136,"dgh","structural","Hemoni"
"1397","dimp",39,6.15310819845242,"dimp","structural","Hemoni"
"1398","erodi",39,15.9538453924704,"erodi","structural","Hemoni"
"1399","parmado",39,17.8630789491052,"parmado","structural","Hemoni"
"1400","pd_top",39,48.4975971625974,"pd_top","structural","Hemoni"
"1401","pH",39,59.6402942352154,"pH","physchem","Hemoni"
"1402","proxi_eau_fast",39,1.04819075531586,"proxi_eau_fast","hydro","Hemoni"
"1403","silt",39,13.8528885180636,"silt","structural","Hemoni"
"1404","wr",39,31.2781133604285,"wr","hydro","Hemoni"
"1405","awc_top",40,5.92981940056541,"awc_top","hydro","Bosp"
"1406","bio_1",40,26.6754737657566,"TMeanY","temperature","Bosp"
"1407","bio_10",40,36.378928499102,"TMeanWarmQ","temperature","Bosp"
"1408","bio_11",40,29.6272901100688,"TMeanColdQ","temperature","Bosp"
"1409","bio_12",40,4.50127707681288,"PTotY","precipitation","Bosp"
"1410","bio_13",40,17.1137278204886,"PWetM","precipitation","Bosp"
"1411","bio_14",40,3.08194740744002,"PDryM","precipitation","Bosp"
"1412","bio_15",40,9.44744995463874,"PSeason","precipitation","Bosp"
"1413","bio_16",40,6.85688643184974,"PWetQ","precipitation","Bosp"
"1414","bio_17",40,6.99798779921277,"PDryQ","precipitation","Bosp"
"1415","bio_18",40,9.21602018704756,"PWarmQ","precipitation","Bosp"
"1416","bio_19",40,22.3618016923341,"PColdQ","precipitation","Bosp"
"1417","bio_2",40,2.60977084494406,"TMeanRngD","temperature","Bosp"
"1418","bio_3",40,2.94536642112701,"TIso","temperature","Bosp"
"1419","bio_4",40,10.2420872108263,"TSeason","temperature","Bosp"
"1420","bio_5",40,28.6429310703729,"TMaxWarmM","temperature","Bosp"
"1421","bio_6",40,25.2510546238482,"TMinColdM","temperature","Bosp"
"1422","bio_7",40,3.0857764958603,"TRngY","temperature","Bosp"
"1423","bio_8",40,8.40404395608776,"TMeanWetQ","temperature","Bosp"
"1424","bio_9",40,12.4962706309694,"TMeanDryQ","temperature","Bosp"
"1425","bs_top",40,16.1687413739025,"bs_top","hydro","Bosp"
"1426","Carbone",40,5.65207987300326,"C","physchem","Bosp"
"1427","cec_top",40,12.9957293056716,"cec_top","hydro","Bosp"
"1428","clay",40,27.7853145849757,"clay","structural","Bosp"
"1429","clc",40,20.9913906269783,"clc","landcover","Bosp"
"1430","CN",40,10.4614184839675,"CN","physchem","Bosp"
"1431","crusting",40,13.4723977384546,"crusting","structural","Bosp"
"1432","dgh",40,8.49677018112108,"dgh","structural","Bosp"
"1433","dimp",40,3.21895830933471,"dimp","structural","Bosp"
"1434","erodi",40,3.70235029174996,"erodi","structural","Bosp"
"1435","parmado",40,19.0517646841885,"parmado","structural","Bosp"
"1436","pd_top",40,25.8149418980108,"pd_top","structural","Bosp"
"1437","pH",40,8.01488573254631,"pH","physchem","Bosp"
"1438","proxi_eau_fast",40,0.22929157232994,"proxi_eau_fast","hydro","Bosp"
"1439","silt",40,13.2472861595005,"silt","structural","Bosp"
"1440","wr",40,12.090994485138,"wr","hydro","Bosp"
"1441","awc_top",41,7.08282456782181,"awc_top","hydro","Hosamn"
"1442","bio_1",41,8.48824739841141,"TMeanY","temperature","Hosamn"
"1443","bio_10",41,6.79917565464697,"TMeanWarmQ","temperature","Hosamn"
"1444","bio_11",41,6.18176317215606,"TMeanColdQ","temperature","Hosamn"
"1445","bio_12",41,6.44047962311284,"PTotY","precipitation","Hosamn"
"1446","bio_13",41,6.88134916267934,"PWetM","precipitation","Hosamn"
"1447","bio_14",41,10.3003989316301,"PDryM","precipitation","Hosamn"
"1448","bio_15",41,14.2261099009182,"PSeason","precipitation","Hosamn"
"1449","bio_16",41,8.99042114126015,"PWetQ","precipitation","Hosamn"
"1450","bio_17",41,9.30763432932188,"PDryQ","precipitation","Hosamn"
"1451","bio_18",41,11.6044857841994,"PWarmQ","precipitation","Hosamn"
"1452","bio_19",41,26.143457291006,"PColdQ","precipitation","Hosamn"
"1453","bio_2",41,6.31260713103326,"TMeanRngD","temperature","Hosamn"
"1454","bio_3",41,17.4101257874216,"TIso","temperature","Hosamn"
"1455","bio_4",41,4.47574204980857,"TSeason","temperature","Hosamn"
"1456","bio_5",41,6.37021425898085,"TMaxWarmM","temperature","Hosamn"
"1457","bio_6",41,4.99472024513972,"TMinColdM","temperature","Hosamn"
"1458","bio_7",41,8.73428466795964,"TRngY","temperature","Hosamn"
"1459","bio_8",41,3.35458945241434,"TMeanWetQ","temperature","Hosamn"
"1460","bio_9",41,11.7432899055676,"TMeanDryQ","temperature","Hosamn"
"1461","bs_top",41,25.3085514419916,"bs_top","hydro","Hosamn"
"1462","Carbone",41,2.22523150067888,"C","physchem","Hosamn"
"1463","cec_top",41,27.7166887463764,"cec_top","hydro","Hosamn"
"1464","clay",41,5.22447975327094,"clay","structural","Hosamn"
"1465","clc",41,26.3241037252386,"clc","landcover","Hosamn"
"1466","CN",41,24.7223505066865,"CN","physchem","Hosamn"
"1467","crusting",41,28.1224463127402,"crusting","structural","Hosamn"
"1468","dgh",41,2.8301644519117,"dgh","structural","Hosamn"
"1469","dimp",41,1.16953456180997,"dimp","structural","Hosamn"
"1470","erodi",41,24.3921984380017,"erodi","structural","Hosamn"
"1471","parmado",41,27.3095389316015,"parmado","structural","Hosamn"
"1472","pd_top",41,30.0355276277157,"pd_top","structural","Hosamn"
"1473","pH",41,3.76171953667263,"pH","physchem","Hosamn"
"1474","proxi_eau_fast",41,0.375310894846939,"proxi_eau_fast","hydro","Hosamn"
"1475","silt",41,15.6318050195363,"silt","structural","Hosamn"
"1476","wr",41,11.0920797512012,"wr","hydro","Hosamn"
"1477","awc_top",42,13.2685859424039,"awc_top","hydro","Krcal"
"1478","bio_1",42,5.21210294829355,"TMeanY","temperature","Krcal"
"1479","bio_10",42,9.47348832686081,"TMeanWarmQ","temperature","Krcal"
"1480","bio_11",42,7.6735252835363,"TMeanColdQ","temperature","Krcal"
"1481","bio_12",42,5.00767043515147,"PTotY","precipitation","Krcal"
"1482","bio_13",42,10.05563326494,"PWetM","precipitation","Krcal"
"1483","bio_14",42,23.2684208626205,"PDryM","precipitation","Krcal"
"1484","bio_15",42,20.7149372465253,"PSeason","precipitation","Krcal"
"1485","bio_16",42,19.4009045400196,"PWetQ","precipitation","Krcal"
"1486","bio_17",42,6.32900561839905,"PDryQ","precipitation","Krcal"
"1487","bio_18",42,25.6696318327374,"PWarmQ","precipitation","Krcal"
"1488","bio_19",42,21.604022829837,"PColdQ","precipitation","Krcal"
"1489","bio_2",42,28.6823855231052,"TMeanRngD","temperature","Krcal"
"1490","bio_3",42,29.619242214483,"TIso","temperature","Krcal"
"1491","bio_4",42,40.3680114805833,"TSeason","temperature","Krcal"
"1492","bio_5",42,17.887083837063,"TMaxWarmM","temperature","Krcal"
"1493","bio_6",42,8.82485419317038,"TMinColdM","temperature","Krcal"
"1494","bio_7",42,45.1069787882635,"TRngY","temperature","Krcal"
"1495","bio_8",42,15.7246571222468,"TMeanWetQ","temperature","Krcal"
"1496","bio_9",42,66.3885159518994,"TMeanDryQ","temperature","Krcal"
"1497","bs_top",42,13.0638126018271,"bs_top","hydro","Krcal"
"1498","Carbone",42,1.28452638557141,"C","physchem","Krcal"
"1499","cec_top",42,26.6474087426739,"cec_top","hydro","Krcal"
"1500","clay",42,18.4929080240361,"clay","structural","Krcal"
"1501","clc",42,22.3302058982717,"clc","landcover","Krcal"
"1502","CN",42,19.090420377682,"CN","physchem","Krcal"
"1503","crusting",42,40.589632543909,"crusting","structural","Krcal"
"1504","dgh",42,5.4794608396028,"dgh","structural","Krcal"
"1505","dimp",42,4.42546379356376,"dimp","structural","Krcal"
"1506","erodi",42,18.6725361358824,"erodi","structural","Krcal"
"1507","parmado",42,12.1462887404787,"parmado","structural","Krcal"
"1508","pd_top",42,6.21508639789321,"pd_top","structural","Krcal"
"1509","pH",42,77.4975751476118,"pH","physchem","Krcal"
"1510","proxi_eau_fast",42,1.0013767661535,"proxi_eau_fast","hydro","Krcal"
"1511","silt",42,5.72258948721496,"silt","structural","Krcal"
"1512","wr",42,22.2659778094631,"wr","hydro","Krcal"
"1513","awc_top",43,7.57177284343634,"awc_top","hydro","Lucast"
"1514","bio_1",43,9.66900276372675,"TMeanY","temperature","Lucast"
"1515","bio_10",43,5.68114705979591,"TMeanWarmQ","temperature","Lucast"
"1516","bio_11",43,5.9922023814288,"TMeanColdQ","temperature","Lucast"
"1517","bio_12",43,15.5752386219846,"PTotY","precipitation","Lucast"
"1518","bio_13",43,69.5137112597888,"PWetM","precipitation","Lucast"
"1519","bio_14",43,52.6780393973598,"PDryM","precipitation","Lucast"
"1520","bio_15",43,57.1284953189781,"PSeason","precipitation","Lucast"
"1521","bio_16",43,9.77919767183717,"PWetQ","precipitation","Lucast"
"1522","bio_17",43,34.4437032929226,"PDryQ","precipitation","Lucast"
"1523","bio_18",43,95.7009879752155,"PWarmQ","precipitation","Lucast"
"1524","bio_19",43,47.5779985597543,"PColdQ","precipitation","Lucast"
"1525","bio_2",43,8.88048194128554,"TMeanRngD","temperature","Lucast"
"1526","bio_3",43,52.2864393263753,"TIso","temperature","Lucast"
"1527","bio_4",43,18.7313648730924,"TSeason","temperature","Lucast"
"1528","bio_5",43,8.69653101396747,"TMaxWarmM","temperature","Lucast"
"1529","bio_6",43,33.0140148960101,"TMinColdM","temperature","Lucast"
"1530","bio_7",43,57.9146739489306,"TRngY","temperature","Lucast"
"1531","bio_8",43,28.3201238373597,"TMeanWetQ","temperature","Lucast"
"1532","bio_9",43,4.92615223698784,"TMeanDryQ","temperature","Lucast"
"1533","bs_top",43,4.627960455789,"bs_top","hydro","Lucast"
"1534","Carbone",43,5.29499842549208,"C","physchem","Lucast"
"1535","cec_top",43,10.1131369699957,"cec_top","hydro","Lucast"
"1536","clay",43,6.35619978469331,"clay","structural","Lucast"
"1537","clc",43,69.1027577796881,"clc","landcover","Lucast"
"1538","CN",43,6.48241799594369,"CN","physchem","Lucast"
"1539","crusting",43,35.9998031573906,"crusting","structural","Lucast"
"1540","dgh",43,33.2423759361706,"dgh","structural","Lucast"
"1541","dimp",43,10.0352916792012,"dimp","structural","Lucast"
"1542","erodi",43,37.9083861132641,"erodi","structural","Lucast"
"1543","parmado",43,27.4320419332734,"parmado","structural","Lucast"
"1544","pd_top",43,21.3942744244123,"pd_top","structural","Lucast"
"1545","pH",43,54.3665848908713,"pH","physchem","Lucast"
"1546","proxi_eau_fast",43,4.20957320967689,"proxi_eau_fast","hydro","Lucast"
"1547","silt",43,13.0386885903799,"silt","structural","Lucast"
"1548","wr",43,15.6463544954918,"wr","hydro","Lucast"
"1549","awc_top",44,8.05596713751555,"awc_top","hydro","LuCast_Di"
"1550","bio_1",44,1.23026672452688,"TMeanY","temperature","LuCast_Di"
"1551","bio_10",44,0.999526820778847,"TMeanWarmQ","temperature","LuCast_Di"
