0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
0.0	1.9716656	0.0	2.828337	2.4396834	4.473077	1.3527784	0.16074571	0.31408346	1.2752554	0.62090504	0.0	4.7805977	1.2813544	0.0	0.6480522
0.0	1.9260035	1.7943224	3.67878	3.354776	2.0752444	0.45921904	0.9495795	0.0	0.6363276	0.6450393	0.0	4.1284904	1.9178008	0.89737415	1.344615
0.0	2.5438807	3.64737	1.6184552	5.4646454	1.6160198	0.014811307	1.5691233	0.0	0.4649942	0.0	0.0	3.2494187	1.3280944	2.1970596	0.0
0.0	1.8000692	2.6790292	3.4779997	2.8241615	1.0369008	0.46781188	1.0588679	0.0	0.26110828	0.0	0.0	4.230628	2.6574361	0.84396696	1.6639378
0.074564815	1.7863357	2.6476803	3.8746984	2.9700887	1.6877244	0.48764694	0.66398424	0.0	0.18903339	0.11579728	0.0	3.5717041	3.0764506	0.8847772	0.6215718
0.71210855	0.0	2.5087173	0.5772193	1.7432768	3.0203805	0.9962894	0.0	1.8237476	1.8905084	0.0	0.38175237	3.08218	2.7129645	0.99458534	0.06577167
0.0	0.8362918	1.1915472	2.6430018	1.7519287	4.331889	0.0	0.0	0.3654967	1.3940134	1.3214691	0.46520087	4.5927205	1.5750881	0.0	0.85500157
1.2078915	0.92598593	3.8768084	0.0	0.86571723	0.0	0.15757155	0.0	0.0	0.0	0.0	0.015570402	3.8598542	3.5176558	2.132221	2.5332456
2.904491	3.4678051	1.3471287	0.0	0.0	0.33066106	2.0069087	0.0	0.67393607	0.0	0.0	0.5461533	3.6466625	1.6169922	1.7285898	1.5629628
3.996914	3.0849085	3.0613043	0.0	1.1189682	0.0	2.0368102	0.0	0.0	0.0	0.0	0.0	3.1849859	2.3046446	3.2007947	0.0
2.0280569	1.708205	0.0	0.0	4.0908556	0.0	4.2520685	0.6254007	1.7564718	0.0	0.0	0.8611469	3.2502337	0.7838294	4.969057	0.0
0.0	3.2026756	0.0	1.9434154	2.7645426	0.0	4.115013	1.8279045	0.0	0.0	0.6630247	0.0	2.1406426	1.1089447	2.043818	0.0
0.0	2.3966498	0.0	0.0	0.25933722	0.33375123	4.000249	4.4330025	2.3102977	0.24388087	0.5736295	0.005823016	2.0263839	0.0	5.014898	0.0
0.0	1.8532097	0.0	0.0	0.0	0.7911856	4.4756546	4.2981005	1.9426937	0.24570113	1.4046186	0.43463254	2.185803	1.1822089	4.4920335	0.0
0.0	1.1761024	0.0	3.7309017	0.47781947	2.3424964	3.315689	3.3192737	1.6708652	0.0	5.0445065	1.0416605	1.3018634	0.0	2.7162528	5.2062845
0.0	1.1188258	0.0	3.9334803	0.6015582	2.925487	3.3474703	2.7885811	1.8451883	0.0	5.194538	1.1510173	0.71560615	0.11966425	2.9017515	4.328326
0.0	1.1175444	0.0	2.68229	1.059115	2.2179964	2.7355523	3.6928446	1.3703505	0.0	4.8637104	0.4951803	1.5951276	0.0	3.391948	3.5346434
3.040145	2.0636308	0.0	2.235167	0.0	3.5562344	2.9101639	0.65977323	3.7743092	1.8375444	4.1990643	4.2940526	0.12517211	0.8283021	0.0	5.2408557
2.3012152	2.5708702	0.0	0.5489022	0.53951037	1.6681509	2.689245	1.2206107	3.9611669	1.4980695	3.2257712	3.481571	0.57973725	0.39494297	1.4252604	5.997212
4.9633436	2.5723047	0.0	2.5759945	0.0	0.0	1.8776563	0.0	2.6250544	2.68615	2.4733434	4.1176944	0.26514006	2.8565617	0.0	7.039282
2.7200847	1.3016475	0.0	1.2598983	0.0	3.1101263	0.51785594	0.0	4.5950584	3.7624526	3.5616555	2.9422998	2.2765484	0.39786023	0.0	7.1626315
3.1068635	0.95619416	0.15645874	2.469314	0.0	3.7616315	0.84895384	0.0	3.5116415	3.1582203	4.358694	3.0635498	0.5605919	1.5004063	0.0	5.679892
3.8162713	0.22003168	0.52381885	1.3311124	0.0	3.7052917	0.0	0.0	3.6728408	4.2241845	4.2528443	3.8298707	1.6665474	1.5975206	0.0	4.996703
4.2775106	0.8364514	1.8851082	0.0	0.5648542	3.4777918	0.0	0.0	5.116317	3.5978782	3.8200736	2.8728662	1.9094974	0.0	0.0	4.8334
5.9618998	0.0	4.2388015	0.9994359	0.0	0.0	0.0	0.11002004	4.594408	3.8845863	2.7797	4.7647285	0.0	3.7941976	0.0	4.385378
5.8290977	0.0	4.1914477	0.40222126	0.0	0.0	0.0	0.3185538	5.8109326	3.9757452	2.2833378	4.4755077	0.59307337	2.7631824	0.0	5.2537313
3.355344	0.0	3.1378162	1.0292245	0.19348401	2.0783648	0.0	0.0	3.6694343	4.552644	4.360435	4.00455	0.0	0.36384463	0.0	5.419266
2.8891788	0.0	2.461879	2.3453584	0.0	2.2761083	0.0	0.0	3.3808718	4.35431	5.3567467	4.2366266	0.0	1.2564445	0.0	5.627902
2.8085542	0.0	2.162299	2.3374324	0.0	2.275807	0.0	0.0	3.5351458	4.661767	5.429642	4.2765045	0.0	1.4821115	0.0	5.896042
1.8028572	1.4655398	0.0	1.0584047	0.0	4.019733	0.2825631	0.07879159	3.503028	2.1996336	4.323561	2.8847866	0.78411186	0.0	0.0	4.371444
0.0	0.76791316	0.0	0.373115	0.0	2.8958745	0.0	2.546152	2.0231123	0.0	5.635374	0.0	2.6733496	0.0	3.6419258	1.3975732
0.0	0.0	0.12943098	0.06498158	0.32290062	2.3255844	0.0	5.322883	1.2273045	0.0	6.7806597	0.0	1.7462993	0.0	7.762863	0.0
0.0	2.7164497	0.0	2.4283261	0.0	2.7518547	3.8364697	1.4339545	2.7169752	1.0991517	2.994518	0.47040945	0.82091415	1.0285611	2.7596827	3.470685
0.0	2.2477446	0.0	3.575986	0.20485467	2.6735659	3.8141484	0.9183239	3.2489533	1.0105454	4.1909275	3.109883	0.0	1.7431191	1.4510584	6.717499
0.0969735	4.09883	0.0	2.0818987	0.0	1.1213727	4.5589943	1.5372769	1.8545964	0.0	1.6972835	1.0536536	1.1778862	1.2279457	0.012097478	3.3340588
0.964388	2.3123345	0.97370213	1.32407	0.0	3.5696542	3.9741156	0.0	2.7646484	1.6247008	1.5252762	1.0384132	3.0080767	3.2335238	2.5878148	2.4915829
0.0	1.8294561	0.0	2.3966596	3.5259056	1.1739421	2.1489546	0.0	0.0	0.0	1.1939703	0.98813784	4.191119	2.4590666	0.0	1.1625868
2.9641795	4.048755	1.7713674	0.73027444	3.985506	1.9762145	1.8489466	1.1429539	0.0	0.0	0.0	0.053224877	3.6690083	1.3768692	1.1293259	0.0
2.1897411	3.4383953	0.0	2.3011816	2.1017635	3.0865679	2.2580085	0.07734667	0.24994731	0.47357762	0.16158116	0.38616142	4.2578373	0.86860514	0.34868687	2.3335054
1.9076648	3.2604156	0.0	3.7470055	0.0	1.5609252	3.061791	0.418409	0.0	0.15030205	0.22649264	1.2956909	3.6722448	2.1972942	0.0	1.6522062
2.4781737	3.31863	0.0	3.852049	0.0	2.462285	3.0816617	0.37443537	0.0	0.49191964	0.0	1.0001978	3.034156	1.6502717	0.0	1.8569378
2.2723684	3.3443644	0.0	3.834194	0.0	2.3969915	3.1282425	0.42723668	0.0	0.3392551	0.118641794	1.0188683	3.0209913	1.4103832	0.0	2.098341
0.18982947	4.1844106	0.40634775	0.09094727	4.019001	1.110639	3.0305011	0.0	0.0	0.0	0.0	0.0	3.101497	1.33866	0.7465136	0.0
0.0	3.9096332	0.0	1.1585364	3.0346012	0.7208986	3.3856895	0.09599664	0.0	0.0	0.0	0.0	3.5788844	1.2718699	0.17349184	0.0
0.0	3.4598207	0.0	1.6147654	2.9262233	1.4814444	3.7286897	0.0	0.0	0.0	0.0	0.0	3.7020926	0.9099988	0.47949493	0.90263575
0.0	3.4663033	0.0	2.1954632	2.909339	2.2000053	3.7296886	0.0	0.0	0.0	0.0	0.0	3.0700297	1.1969569	0.3758725	0.08088884
0.0	3.831753	0.0	0.67977345	2.1734042	1.1205331	3.3245766	0.2842561	0.0	0.0	0.0	0.0	3.149452	1.1753879	0.0	0.0
1.141356	4.3574347	0.7128788	1.3844342	1.8845314	1.341215	2.6324184	0.26163086	1.0594866	0.0	0.0	0.0	2.2750306	0.86222017	3.1982982	1.5933714
0.80209327	4.8190317	0.0	3.581427	1.9709685	1.1663425	4.0980396	0.0	0.019591391	0.0	0.18743175	0.0	1.9721588	1.5516593	1.7596828	0.6726502
0.0	4.3120403	0.0	2.012236	0.0	3.7779205	2.9519207	0.42005485	1.3295019	0.0	3.030229	0.0	1.7807615	0.0	0.8144647	1.090199
0.15966344	2.2827334	0.85904753	0.91773987	0.0	3.3462708	3.5499773	0.0	2.9453716	1.2153022	2.3005228	0.7382391	2.86091	2.3907285	3.003755	2.3554766
0.0	3.0004306	0.0	2.7632937	0.0	2.1492822	2.0853302	1.0303532	0.824464	1.922349	3.7639947	0.0	2.7608237	0.0	2.91962	2.1802557
1.8231677	1.8439996	1.7831193	1.7506952	1.0321791	3.772971	3.8074539	0.26775715	1.63856	1.116708	0.58482844	1.3482565	3.381595	4.2087502	1.8576455	1.2620511
1.7492163	1.8478429	1.3229324	2.1238918	0.3384288	3.861214	3.8685076	0.26521716	1.7450125	1.2331262	0.84750414	1.6981993	3.206334	4.131448	1.2853292	1.6154089
0.44292134	1.6401956	0.0	2.7083144	0.0	4.9336567	3.096515	0.8914081	1.2600442	2.1886194	1.3921809	1.3070344	2.8247552	0.7276548	0.4681727	1.7080548
0.0	2.088554	0.0	2.1972632	0.0	4.2287884	2.691462	1.0194551	1.2493701	1.9846894	0.8554498	1.2660987	2.7854555	0.6370191	0.37728244	1.3515111
0.73723507	1.7702525	0.0	3.6064115	0.060768902	5.532348	3.1176865	0.76455736	1.2105063	2.7644782	1.1089725	1.613565	2.3943896	0.8421105	0.18303487	1.8339205
0.44102293	2.1892166	0.0	2.240625	0.03065154	4.378883	2.6651382	1.5389152	2.3430338	2.4924731	0.46652973	1.6564364	3.966404	0.4069304	0.3881884	1.5993571
0.0	2.2228827	0.0	3.8251	0.0	3.113701	3.0159206	0.89731413	1.1759777	1.3754997	1.694443	0.9447586	3.5354562	1.9983983	0.0	1.4181339
1.0259335	2.9560642	0.0	2.017353	1.8205757	2.7137716	2.5694146	2.138815	0.42221266	0.94636756	0.0	0.3646456	2.4959166	1.6113956	0.003779292	0.0
0.37854832	2.5991385	1.3626883	0.0	4.8669205	0.0	3.2942884	0.1973871	0.0	0.0	0.0	1.3023648	2.4643996	2.8595736	2.1687527	0.0
0.0	0.801756	0.0	2.3448334	0.0	2.6422663	2.9438827	0.8174889	0.5300293	1.3769145	1.4247649	0.5628594	3.3447492	1.0650522	0.637885	1.3241429
0.0	2.7802234	0.0	3.3419886	0.5727056	0.0	3.2653267	0.0	0.0	0.0	1.7410835	0.0	4.3006406	2.0099764	0.0	0.49648052
0.8074827	1.6570716	0.38937718	2.1097887	2.3601751	2.3670628	3.23985	1.7786807	2.2324677	2.6157575	0.41006738	0.0	2.2267966	1.9584647	1.7646596	0.0
0.0	3.7274926	0.0	1.5183188	0.0	1.0079963	3.584485	0.0	0.0	0.0	2.2928505	0.3478114	3.4913075	0.9925624	0.0	0.0
0.0	3.5386622	0.0	2.181404	0.0	3.878809	2.7905123	0.65718675	1.0417061	0.0	4.6130795	0.0	3.1479516	0.0	0.47200233	0.06580633
2.7353888	3.311479	1.4348584	0.0	0.0	0.35282493	2.2199416	0.0	1.6104062	0.0	0.0	0.22309387	4.456949	2.4375176	2.1355956	2.8030357
2.6195703	3.4005997	2.2793946	0.0	0.005748689	0.0	2.2147698	0.0	0.4962185	0.0	0.0	0.016457617	3.762966	2.1200318	1.998015	3.8409562
1.8903728	4.02873	0.38618764	3.4134204	0.38374949	0.9794878	3.097302	0.72003245	0.0	0.0	0.0	0.0	4.5053587	2.692309	0.7106802	1.3357208
0.019727439	4.3427987	0.29822397	1.3656278	1.9456406	2.596344	2.27879	0.27807853	0.43355125	0.29978848	0.0	0.0	4.0909605	0.67940396	0.0	2.3829343
0.0	3.874925	0.0	2.1316035	1.9603231	2.5911372	2.6836805	0.32069793	0.16319251	0.030201674	0.6486088	0.13810943	4.4186416	1.6388569	0.0	1.895863
0.0	2.591559	0.0	3.3817568	1.5687203	3.8029346	2.1601179	0.0	0.58860236	0.6754966	1.9927971	0.23204559	4.642831	1.1426654	0.0	3.6456318
1.6918254	2.5651212	0.81784475	3.788002	2.2663856	1.9751289	1.6842012	0.41469377	0.0	0.0	1.531137	0.9473039	4.56561	2.0531728	0.0	4.2847443
2.8558104	0.89401	2.8989387	1.8832201	2.5886116	3.6589582	2.4092638	0.0	1.6353998	0.9672762	1.391781	2.0621066	4.0678606	4.398694	0.56876767	3.2311692
0.0	1.6869482	0.0	2.1569762	3.4699214	1.1813679	1.7668431	0.0	0.0	0.0	1.2094973	0.98362803	3.9040046	1.3007702	0.0	3.523895
0.0	1.5766888	0.0	1.8004858	2.68723	0.23057646	1.7914562	0.0	0.015599728	0.0	1.3451055	1.4798002	4.7829638	1.9887176	0.0	3.015161
0.015697539	2.1392303	0.0	3.5209205	3.300117	2.8063672	2.163282	0.0	0.509165	0.0	1.9076631	1.5596318	3.297027	2.0965538	0.0	4.037687
1.3651297	0.34806412	0.42816997	3.0269053	1.002156	1.4416327	1.4549108	0.09277454	0.6397805	0.0	1.2537832	1.5152838	4.473416	3.4686332	0.0	4.7348657
1.8715961	0.89008754	1.2483352	1.7147415	1.6738888	1.2440311	1.0121408	0.33321062	0.851578	0.0	0.2211374	1.2631366	4.0385733	2.4765215	0.0	4.3905406
1.6158407	0.069721565	0.07267201	2.946116	0.4832881	3.8889012	0.96632373	0.28865474	1.7539434	2.2107635	1.7226412	2.8856397	3.8208477	2.8929834	0.0	3.8227866
1.2100805	0.0	1.4639063	2.244169	1.7753487	1.9483261	0.0	1.5001425	1.3047771	0.0	1.969934	1.2486571	4.083363	3.9243248	0.0	0.15492225
0.0	0.0	0.0	1.6980839	0.6200087	0.22408515	0.3636514	0.0	0.47300917	0.0	1.9089379	2.5547411	4.4136724	3.0698218	0.0	2.0061078
1.1740667	0.0	0.9546522	1.2318461	0.0	2.0593138	0.0	0.0	0.9456012	0.8447094	1.7650837	2.1601102	1.9396455	1.2621559	0.0	2.2807546
2.0582244	0.0	2.3272974	3.9079297	0.5887117	0.306552	0.0	0.11577177	0.0	0.7014569	2.5620391	2.3325307	3.5162709	2.5585427	0.0	4.462371
3.8115396	0.0	6.027319	0.0	2.6556053	0.85927343	0.0	1.1813997	2.2696881	1.858247	0.11781824	2.7098293	2.7854428	3.2150369	0.0	1.2618132
4.3283014	0.0	5.517426	0.97706836	3.0622106	2.0692573	0.0	0.73681396	2.2344759	1.8661015	0.9762668	2.7799585	1.882615	3.7352414	0.0	0.6708863
3.3296998	0.0	4.676565	0.0	3.5911863	0.0	0.0	2.9850354	2.7342222	0.32350397	0.8112254	4.5491476	1.4265189	2.231913	0.0	0.0
2.8403916	0.0	4.636106	0.650003	3.9012325	1.3292732	0.0	1.1706411	2.1791565	0.83510804	1.2987912	3.3728523	1.9497552	4.044281	0.0	0.0
3.3281536	0.0	5.5883627	1.6009483	3.1269863	1.8005983	0.0	2.3483386	1.6631863	0.5439822	0.924366	4.452711	0.6056818	4.1111794	0.0	1.2873181
3.8973978	0.0	5.124235	2.1308994	3.6824658	2.4771297	0.0	2.063574	1.6841772	0.78338176	1.463262	4.3117733	0.39410514	4.4764566	0.0	1.5762788
2.845253	0.0	3.6366096	3.6673617	0.0	0.0	0.0	4.9100347	1.647704	1.1433988	1.8212229	5.063194	2.0645275	2.5712318	0.0	0.25143987
2.1831222	0.0	3.9449568	3.771581	0.64431447	0.24093616	0.0	3.433125	1.4746224	1.2827297	2.9020398	5.1951685	0.27365172	4.435369	0.0	0.61189353
1.075411	0.0	2.3875775	3.5740976	1.9680277	0.4968573	0.0	2.5480273	1.4294968	0.0	3.261222	4.0880837	0.6722494	3.2502928	0.0	4.602816
1.0076964	0.0	3.0871592	2.9690526	2.4515383	0.18550369	0.0	3.0943437	2.0697484	0.0	2.6838973	4.031962	1.1925349	3.6572094	0.0	2.526895
